,questions,documents,answers,explanations
35,Verhindert das Medikament Remdesivir Todesfälle bei COVID-19?,"Die Ergebnisse sind ernüchternd: Eine Behandlung mit Remdesivir verhindert wahrscheinlich keine Todesfälle durch Covid-19 [1,2] . Es ist jedoch unwahrscheinlich, dass Remdesivir bei der Behandlung von Covid-19 eine deutliche Hilfe sein kann. Nicht, wenn es um das Risiko zu versterben geht: Nach zwei bis vier Wochen waren mit Remdesivir etwa gleich viele Menschen verstorben wie ohne Remdesivir. In den Studien verstarben innerhalb eines Monats durchschnittlich 10 bis 11 von 100 Patientinnen und Patienten, egal ob sie Remdesivir, ein wirkungsloses Scheinmedikament (Placebo) oder die übliche medizinischen Versorgung erhalten hatten [1,2] . Remdesivir scheint also keine Todesfälle zu verhindern.",no,"In Remdesivir wurde eine Zeitlang große Hoffnung im Kampf gegen die Pandemie gesetzt. Laut den bisher durchgeführten Studien kann das Mittel Todesfälle durch Covid-19 jedoch nicht verhindern. Da hilft es auch wenig, dass sich die Krankheit mit Remdesivir etwas langsamer zu verschlechtern scheint."
36,Bessert eine Kernspinresonanz-Therapie Beschwerden bei einer Kniearthrose oder bei einem Bandscheibenvorfall (z. B. Schmerzen)?,"Ihre Ergebnisse lassen bei uns allerdings Zweifel an der Wirkung von Kernspinresonanztherapie gegen Schmerz und andere Beschwerden aufkommen. Ein schmerzlindernder Effekt zeigte sich in keiner der Studien. Zwölf Wochen später gab es laut Autorenteam zwischen Behandlungsgruppe und Kontrollgruppe keine Unterschiede hinsichtlich Schmerzen, Alltagseinschränkungen und Lebensqualität.",no,"In bisherigen Studien zur MBST-Kernspinresonanztherapie hat sich kein Unterschied zu einer Scheinbehandlung gezeigt – was dafür spricht, dass die Behandlung nicht hilft. Allerdings lässt sich dieses Urteil aufgrund mangelnder Aussagekraft der Studien nicht gut untermauern."
37,Sind Zink-Präparate zum Einnehmen wirksam zur Behandlung einer Erkältung (Verkühlung)?,"Aber dem aktuellen Stand des Wissens zufolge können Zink-Präparate Erwachsenen möglicherweise helfen [1] , ein wenig schneller wieder gesund zu werden. Bisherigen Studien zufolge [1] könnten Erwachsene, die Mittel mit Zink einnehmen, die Dauer ihrer Erkältung um rund eineinhalb Tage reduzieren. Den zusammengefassten Studienergebnissen zufolge könnte die Einnahme von Zinkpräparaten bei Erwachsenen die Krankheitsdauer um 1,8 Tage verkürzen. Folglich lohnt sich für Erwachsene die Einnahme von Zinkpräparaten möglicherweise, wenn sie die Erkrankungsdauer merklich reduzieren wollen.",yes,"Möglicherweise können Zink-Präparate zum Einnehmen die Dauer einer Erkältung bei Erwachsenen leicht verkürzen. Viele Details rund um Wirksamkeit und Sicherheit sind allerdings noch ungeklärt. Ob Zink auch eine vorbeugende Wirkung hat, können bisherige Studien nicht beantworten – dazu sind sie zu wenig aussagekräftig."
38,Beugen Zink-Präparate zum Einnehmen einer Erkältung vor??,"Herausgefunden haben wir, dass Präparate mit Zink zum Einnehmen – etwa Lutschpastillen – die lästigen Erkältungen zwar nicht wegzaubern.",unknown,"Möglicherweise können Zink-Präparate zum Einnehmen die Dauer einer Erkältung bei Erwachsenen leicht verkürzen. Viele Details rund um Wirksamkeit und Sicherheit sind allerdings noch ungeklärt. Ob Zink auch eine vorbeugende Wirkung hat, können bisherige Studien nicht beantworten – dazu sind sie zu wenig aussagekräftig."
39,Ist kolloidales Gold gut für die Gesundheit?,"Offenbar wurde nie an Menschen untersucht, ob oder welche vorbeugenden und heilenden Wirkungen trinkbare Gold-Nanopartikel haben könnten. Zu diesem Schluss kam auch die Wiener Umweltanwaltschaft: Sie warnte vor Lösungen mit Silber- und Gold-Nanopartikeln, da über deren mögliche Schädlichkeit zu wenig bekannt sei [5] . Gold gegen Rheuma  Ein Urteil über kolloidales Gold ist aufgrund fehlender wissenschaftlicher Beweise also nicht möglich. Weitere Informationen  Über den fraglichen Nutzen und die möglichen Gefahren von Nanosilber haben wir bereits in einem anderen Beitrag berichtet.Die Studien im Detail   Es gibt keine gut gemachten Studien, die die Wirksamkeit von kolloidalem Gold untersucht haben.",unknown,"Aussagen über einen möglichen gesundheitlichen Nutzen von „trinkbarem Nanogold“ sind nicht möglich, da es keine guten Studien dazu gibt. Gold kann in anderer Form zwar bei Rheuma und anderen Krankheiten helfen, allerdings treten dabei häufig Nebenwirkungen auf."
40,Lindern Probiotika die Beschwerden bei Reizdarm-Syndrom?,"Demnach könnten Probiotika insgesamt betrachtet bei Reizdarm möglicherweise helfen. Mit Probiotika kam es bei knapp der Hälfte zu einer Linderung, mit Placebo nur bei einem Drittel. Dabei schnitten die Probiotika zwar in der Regel besser ab als das Scheinmedikament, der Effekt war aber sehr klein.",yes,"Drei Zusammenfassungen der besten verfügbaren Studien fanden übereinstimmend einen kleinen Effekt. Dabei ist aber unklar, ob der rechnerisch „sichtbare“ Effekt für Menschen mit Reizdarm-Syndrom auch tatsächlich spürbar ist. Es gibt auch Hinweise darauf, dass nicht alle Studien veröffentlicht worden sind."
41,"Bekommt man Bauchschmerzen, wenn man Kirschen oder anderes Steinobst isst und danach Wasser trinkt?","Die Forschung scheint das potenzielle Risiko dieser Nahrungsmittel-Kombination nicht sonderlich zu beunruhigen. Jedenfalls konnten wir in unserer aufwändigen Recherche keine einzige Studie zum Thema finden. Kurz gesagt: es gibt keine wissenschaftlichen Studien, die zeigen, dass Wasser trinken nach dem Verzehr von Kirschen zu Beschwerden führt. Sonderlich plausibel erscheint diese Erklärung für den Kirschen-Wasser-Mythos aber nicht: Denn einerseits entsteht das „Problem“ der kurzfristigen Magensäure-Verdünnung nicht bloß bei Wasser [6] .",unknown,"Wir fanden weder wissenschaftlichen Studien noch dokumentierte Fallberichte, die zeigen, dass Wasser trinken nach dem Verzehr von Kirschen zu Beschwerden führt."
42,Kann die akustische CR ® Neuromodulation nach Tass bei Tinnitus helfen?,"Ob die akustische CR-Neuromodulation bei Tinnitus einen positiven Effekt hat, ist daher wissenschaftlich nicht belegt (aber auch nicht ausgeschlossen). Sowohl nach der Neuromodulation als auch nach der die Scheinbehandlung empfanden die Teilnehmenden den Tinnitus als leiser und weniger belastend. Die Neuromodulation erwies sich offenbar nicht als eindeutig wirksam.",unknown,"Die einzigen zwei potenziell aussagekräftigen Studien können die Frage nicht beantworten. Denn sie sind klein und haben gravierende Mängel. Eine große Studie, die die Wirksamkeit der „akustischen coordinated reset (CR)-Neuromodulation“ bei Tinnitus zeigen sollte, brachte keine eindeutigen Ergebnisse – und wurde nie veröffentlicht. Ob die Therapie bei Tinnitus helfen kann, bleibt somit fraglich."
43,Ist Ivermectin ein wirksames Medikament zur Behandlung einer Covid-19-Erkrankung?,"Laut bisherigen Studien eher wirkungslos  Vermutlich zu Unrecht: Ivermectin hat bei einer Covid-19 Erkrankung möglicherweise keinen spürbaren Effekt: Es scheint die Krankheitsbeschwerden nicht zu lindern. Sowohl die Europäische Aufsichtsbehörde EMA (European Medical Agency) als auch die Weltgesundheitsorganisation WHO raten derzeit vom Einsatz von Ivermectin zur Behandlung von Covid-19 ab (Stand Juli 2021) [6,7] . Dabei zeigte sich kein Unterschied zwischen der Ivermectin- und der Placebo-Gruppe – demnach hilft Ivermectin offenbar nicht dabei, die für Covid-19 typischen Symptome abzuschwächen.",no,"Bisherige Studien deuten an, dass Ivermectin Covid-19 nicht abmildern kann. Es gibt zudem keinen Hinweis, dass das Mittel Todesfälle durch Covid-19 verhindern kann. Ein möglicher positiver Effekt lässt sich allerdings auch nicht sicher ausschließen. Dafür wären größere Studien notwendig."
44,Senkt Ivermectin bei Covid-19 das Risiko zu sterben??,"Ihnen zufolge gibt es auch keinen Hinweis darauf, dass Ivermectin Todesfälle verhindern kann. Da es in allen Studien zusammengenommen allerdings nur 35 Todesfälle gab, lassen sich keine sicheren Schlüsse für das Geschehen außerhalb der Studien ableiten.",unknown,"Bisherige Studien deuten an, dass Ivermectin Covid-19 nicht abmildern kann. Es gibt zudem keinen Hinweis, dass das Mittel Todesfälle durch Covid-19 verhindern kann. Ein möglicher positiver Effekt lässt sich allerdings auch nicht sicher ausschließen. Dafür wären größere Studien notwendig."
45,Kann grüner Tee vor einer Infektion mit dem Coronavirus schützen oder bei der Behandlung von Covid-19 helfen?,"Somit lässt sich nicht belegen (oder ausschließen), dass grüner Tee vor einer Corona-Infektion schützt oder eine Covid-19-Erkrankung lindern kann. Ob sich die Grüntee-Substanzen ausreichend in jenen Körperzellen konzentrieren, die vom Coronavirus infiziert werden, ist ebenfalls unklar. Was wir zur Wirksamkeit von Gurgellösungen gegen SARS-CoV-2 wissen, haben wir in einem eigenen Beitrag beschrieben.Die Studien im Detail   Wir haben keine Studien gefunden, die die Wirkung von grünem Tee bei Covid-19-Erkrankten untersucht haben.",unknown,Bisher wurde das nicht in Studien mit Menschen überprüft. Eine solche Wirkung ist daher unklar.
46,Lindert Vitamin D Autismus-Symptome bei Kindern?,"Doch Anhaltspunkte für positive Effekte bei Autismus konnten wir keine finden. Medikamente zur Behandlung der Autismus-typischen Symptome gibt es nicht [9] .Die Studien im Detail   Wir wollten wissen, ob Vitamin D die wichtigsten Symptome bei Autismus lindern kann: Gibt es Verbesserungen beim Sozial- und Kommunikationsverhalten? Die zusammengefassten Ergebnisse [1] der beiden Studien [10,11] liefern keine Hinweise darauf, dass Vitamin D die Kommunikation oder starre, wiederholende Verhaltensmuster bessern kann – egal ob alleine oder in Kombination mit Omega-3-Fettsäuren. Insgesamt geben die Ergebnisse der vier Studien keine soliden Hinweise darauf, dass Vitamin D Kindern mit Autismus hilft. Da nur wenige Kinder teilgenommen haben, die Ergebnisse kaum miteinander vergleichbar sind und sich teilweise widersprechen, ist die Aussagekraft der bisherigen Studien jedoch gering – das heißt, wir können eine positive Wirkung weder belegen noch ausschließen.",unknown,"Studien zum Thema sind spärlich und wenig aussagekräftig. Auch wenn einzelne Studien positive Effekte beobachtet haben wollen, so sind ihre Ergebnisse doch unklar und widersprüchlich. Eine starke Besserung der Autismus-Symptome zeigte sich in keiner der bisherigen Studien."
47,Verbessert Glutathion die Verträglichkeit einer Chemotherapie bei Krebs?,"Aussagen zu Glutathion als Nahrungsergänzungsmittel zum Schlucken, zur Wirkung von Glutathion bei anderen Chemotherapien (ohne Platin) oder in Bezug auf andere Nebenwirkungen können wir deshalb nicht treffen. Daher unser Fazit: Wir können weder bestätigen noch ausschließen, dass Infusionen mit Glutathion die Nervenschäden als Nebenwirkung von platinhaltigen Chemotherapien abmildern oder verhindern. Über einen eventuellen späteren Nutzen von Glutathion lassen sich also keine Schlüsse ziehen.",unknown,"Acht Studien haben untersucht, ob Glutathion die Nervenschäden bei einer platinhaltigen Chemotherapie mildern oder verhindern kann. Doch leider lassen sie keine verlässlichen Schlussfolgerungen zu: Die Studien waren eher klein, verwendeten verschiedene Messwerkzeuge und kamen zu widersprüchlichen Ergebnissen."
48,Lindert Carnosin Autismus-Symptome bei Kindern?,"Gefunden haben wir vier Untersuchungen [1-4] , die alle zum selben Ergebnis kommen: Sie deuten darauf hin, dass Carnosin wirkungslos ist [5] . Zusammengefasste Ergebnisse mit eingeschränkter Aussagekraft  Eine Verbesserung (oder Verschlechterung) der Symptome zeigte sich in keiner der Studien – weder im sozialen Miteinander, bei der Kommunikation oder bei starren, wiederholten Verhaltensweisen. Auch eine zusammenfassende Analyse der Studienergebnisse [5] deutete auf keine Besserung hin.",no,Bisherige Studien deuten eine fehlende Wirksamkeit an. Die geringe Anzahl an Teilnehmenden und Mängel in der Studiendurchführung mindern jedoch die Aussagekraft der Ergebnisse.
49,Kann Echinacea vor einer Sars-CoV-2 Infektion schützen oder bei der Behandlung von Covid-19 helfen?,"Selbst wenn Echinacea gegen eine Reihe von Erkältungsviren helfen könnte, wäre das noch kein Nachweis, dass es auch bei Covid-19 hilft. Auch ist ungewiss, wie die Präparate bei Schwangeren und Kindern wirken, die Europäische Arzneimittelbehörde EMA rät daher von einer Anwendung bis zum Alter von zwölf Jahren und bei Schwangeren ab [3] .Die Studien im Detail   Trotz umfangreicher Recherche in den Forschungsdatenbanken Pubmed , Cochrane Library und Epistemonikos konnten wir keine klinischen Studien mit menschlichen Teilnehmenden finden, in denen die Wirksamkeit von Echinacea zur Vorbeugung einer SARS-CoV-2-Infektion untersucht wurde.",unknown,Zur Vorbeugung von Covid-19 gibt es keine klinischen Studien. Die einzige Studie zur Behandlung von Covid-19 erlaubt aufgrund zahlreicher Mängel keine Einschätzung.
50,"Hilft Amygdalin, das Gift aus den Kernen von Marillen (Aprikosen) und anderen Steinfrüchten, gegen Krebs?","Unwissenschaftlicher Mythos  Tatsächlich gibt es keine Hinweise auf eine krebsheilende oder vorbeugende Wirkung. Uns ist keine aussagekräftige Studie bekannt, in der die Anti-Krebs-Wirkung von Marillenkernen oder dem darin enthaltene Amygdalin untersucht worden ist [1] . Es gibt also keine Belege für eine Wirkung gegen Krebs.",unknown,"Es ist ein Mythos, dass der Verzehr von bitteren Marillenkernen Krebs heilen oder vorbeugen kann. Stattdessen ist belegt, dass das darin enthaltene Amygdalin giftig ist. Durch den Verzehr von bitteren Marillenkernen kann es zu schweren Vergiftungen kommen, die mitunter tödlich enden."
51,Kann Ginkgo-Extrakt die Beschwerden bei Tinnitus lindern?,Alle drei Studien kamen zu demselben Ergebnis: Ginkgo-Extrakt kann Tinnitus nicht besser lindern als ein Placebo (Scheinmedikament). Ginkgo hilft also bei Tinnitus nicht besser als ein Placebo – aber er schadet wahrscheinlich auch nicht.,no,"Präparate mit Ginkgo-Extrakt können bei Tinnitus nicht helfen. Sie verringern die Lautstärke der Ohrgeräusche nicht mehr als ein Placebo. Das hat eine Zusammenfassung der aussagekräftigsten Studien ergeben, die alle zu demselben Ergebnis kamen."
52,Helfen Mittel mit Ginkgo gegen Tinnitus bei Menschen mit Demenz?,"Wir können daher weder bekräftigen noch ausschließen, dass Mittel mit Ginkgoextrakt den Tinnitus von Demenzkranken positiv beeinflussen. Angaben fehlen  Es bleibt beim Lesen der Einzelstudien [1-4] unklar, wie viele der untersuchten Demenzkranken überhaupt Tinnitus hatten – und wie sich die Beschwerden genau dieser Testpersonen-Untergruppe im Laufe der Studie verändert haben. Ebenfalls fehlen in den Einzelstudien [1-4] Angaben dazu, ob die Tinnitus-Betroffenen aus den Ginkgo- und Placebo-Gruppen ähnlich genug für einen fairen Vergleich waren.",unknown,"Die Wirksamkeit von Ginkgo gegen Tinnitus bei Demenzkranken wurde in wenigen Studien mitgetestet. Einiges in diesen Studien ist nicht gut nachvollziehbar. Wir können auf Basis der bisher veröffentlichten Ergebnisse keine klare Einschätzung zur Wirksamkeit treffen – also weder bestätigen noch ausschließen, dass Ginkgo in diesem Fall hilft."
53,Schützt Knoblauch vor Corona-Infektionen?,Nicht untersucht: Anti-Corona-Wirkung  Wir haben deshalb nach aussagekräftigen Studien gesucht. Allerdings haben wir zum Schutz vor Corona keine einzige derartige Studie finden können.,unknown,"Zur Schutzwirkung von Knoblauch vor Corona-Infektionen konnten wir keine einzige aussagekräftige Studien finden. Es gibt keine wissenschaftliche Grundlage für solche Behauptungen. Zur Frage, ob Knoblauch vor  Erkältungen schützt, konnten wir nur eine Studie auswerten. Die ist jedoch relativ klein und hat grobe Schwächen. Das vermeintlich positive Ergebnis ist deshalb nicht verlässlich."
54,Schützt Knoblauch vor einer Erkältung (Verkühlung)??,"Kleine Studie, keine Sicherheit  In Sachen Erkältung („Verkühlung“) fanden wir nur eine einzige auswertbare Studie, die relativ klein war [1] .",unknown,"Zur Schutzwirkung von Knoblauch vor Corona-Infektionen konnten wir keine einzige aussagekräftige Studien finden. Es gibt keine wissenschaftliche Grundlage für solche Behauptungen. Zur Frage, ob Knoblauch vor  Erkältungen schützt, konnten wir nur eine Studie auswerten. Die ist jedoch relativ klein und hat grobe Schwächen. Das vermeintlich positive Ergebnis ist deshalb nicht verlässlich."
